CustomerID,VisitHours,NumTicket,NumCouponUsed,NumOrder,Spending
1058,15.93,1,1,1,171.4
1059,9.66,0,2,1,116.92
1060,11.16,0,2,1,184.52
1061,17.1,0,1,1,167.56
1062,11.73,0,2,9,270.32
1063,8.04,0,1,2,127.24
1064,10.05,0,2,1,175.48
1065,8.22,0,1,3,157.36
1066,6.57,0,1,8,380
1067,9.93,0,2,2,162.8
1068,9.42,1,1,3,239.16
1069,10.95,0,2,2,100.88
1070,6.81,0,2,2,247.92
1071,8.7,1,1,5,195.64
1072,10.71,0,2,7,184.24
1073,9.33,0,2,7,132.64
1074,10.23,0,2,3,145.52
1075,9,0,2,2,142.6
1076,11.01,0,1,2,183
1077,7.05,1,2,2,148.04
1078,9.24,1,2,2,118.16
1079,15.39,1,1,3,107.4
1080,6.69,1,1,4,206.72
1081,9.99,0,1,2,156.4
1082,10.23,1,1,2,163.28
1083,6.12,0,1,2,101.52
1084,6.24,0,1,2,128.76
1085,6.03,0,1,2,233.96
1086,9.96,0,4,2,184
1087,9.03,0,2,3,164.76
1088,9.69,0,1,2,179.8
1089,11.55,1,2,2,166.56
1090,8.94,1,2,2,215.92
1091,9.09,0,1,8,326.96
1092,11.97,0,2,2,100.6
1093,11.67,0,2,6,168.64
1094,11.91,0,2,2,199.4
1095,6.72,0,1,5,199.16
1096,11.07,0,1,3,166.24
1097,7.47,0,1,1,186.08
1098,10.32,0,1,1,123.44
1099,7.77,0,2,5,101.76
1100,10.14,0,1,1,20
1101,11.07,0,4,1,159.2
1102,8.94,0,1,5,167.88
1103,11.01,1,2,4,103.88
1104,10.77,0,0,1,112.12
1105,11.4,0,0,1,272.32
1106,11.34,0,2,2,102.68
1107,7.95,0,1,11,275.16
1108,9.3,1,0,2,104.36
1109,8.07,1,0,1,240.64
1110,17.61,0,2,1,167.08
1111,7.59,1,0,3,270.68
1112,11.49,0,2,2,179.32
1113,8.79,1,1,9,117.32
1114,6.51,0,0,2,102.32
1115,7.65,0,1,7,124.64
1116,16.59,0,2,2,170.72
1117,8.34,0,2,9,113.2
1118,6.39,0,1,2,272.04
1119,6.84,0,1,9,216.76
1120,16.26,0,0,2,109.12
1121,9.42,0,1,7,199.56
1122,9.99,0,2,1,179.2
1123,7.41,0,0,5,144.36
1124,7.56,0,1,1,180.48
1125,9.21,0,0,1,103.4
1126,9.21,1,1,1,205.44
1127,11.04,0,1,11,149.32
1128,6.27,0,1,1,129
1129,9.39,1,2,1,165.92
1130,11.61,0,0,1,274.36
1131,15.75,2,1,1,107.24
1132,6.12,0,2,7,174.8
1133,16.14,0,1,3,167.96
1134,11.31,3,3,1,132.48
1135,11.28,0,1,1,171.76
1136,7.35,1,1,1,208.72
1137,7.23,0,1,7,114.84
1138,6.9,0,1,1,206.44
1139,8.04,0,1,7,135.84
1140,11.13,0,2,1,180
1141,7.71,1,0,1,214.96
1142,9.54,0,4,7,112.12
1143,9.33,1,1,1,330.44
1144,7.8,0,1,2,100.72
1145,7.89,0,0,3,145.04
1146,7.89,0,1,2,112.32
1147,17.97,1,0,2,216.04
1148,11.25,1,1,2,196.04
1149,9.51,0,1,2,203.96
1150,7.83,0,1,2,231.44
1151,10.74,1,0,2,255.84
1152,10.11,0,4,2,129.08
1153,9.9,0,0,2,125.56
1154,9.03,1,1,2,134.16
1155,11.01,1,3,2,187.4
1156,10.26,0,1,2,101.16
1157,17.85,1,0,2,111.6
1158,9.27,0,0,2,137.44
1159,11.67,1,2,1,163.72
1160,7.77,0,0,3,113.12
1161,10.2,1,1,5,326.64
1162,14.01,0,4,1,184.84
1163,16.26,0,1,1,167.88
1164,11.25,1,4,1,138.28
1165,11.16,1,0,1,103.28
1166,8.55,0,3,1,275.24
1167,11.37,0,0,7,94.2
1168,6.57,0,4,2,220.2
1169,10.17,0,0,7,116.88
1170,9.72,0,1,1,194.84
1171,10.02,0,2,8,250.16
1172,8.34,0,1,2,92
1173,8.25,0,1,2,196.6
1174,6.69,0,3,2,149.28
1175,9.51,0,3,2,176.12
1176,11.76,0,1,5,196.76
1177,6.93,0,1,2,134.84
1178,11.7,1,1,2,136.6
1179,9.24,1,2,2,128.2
1180,7.89,0,1,3,204.12
1181,8.43,0,3,1,192.12
1182,17.64,1,1,4,106.96
1183,9.09,1,1,1,310.68
1184,9.54,0,2,1,104.56
1185,10.74,1,1,1,219.64
1186,10.23,0,1,1,189.4
1187,10.86,1,1,9,164.8
1188,6.51,1,4,2,192.28
1189,7.08,1,1,8,124.8
1190,6.39,3,2,11,155.48
1191,6,0,1,1,130.56
1192,9.78,4,2,3,114.64
1193,7.95,0,2,7,137.76
1194,11.79,0,3,1,169.44
1195,11.46,0,9,11,272.72
1196,11.76,1,1,1,132.4
1197,11.25,0,1,1,126.84
1198,10.56,0,2,1,263
1199,10.2,0,2,2,132.56
1200,8.61,1,1,1,203.48
1201,9.81,0,1,8,128.68
1202,11.16,0,2,13,239.84
1203,8.4,0,4,1,116.96
1204,11.67,1,1,1,154.56
1205,8.13,1,2,1,161.2
1206,13.11,0,2,1,119.84
1207,14.79,0,2,1,141.2
1208,10.86,0,1,1,202.16
1209,8.4,0,2,1,143.48
1210,10.44,1,2,9,151.44
1211,9.42,1,1,1,222.68
1212,8.49,0,1,1,220.96
1213,16.02,0,1,2,109.04
1214,7.77,1,2,1,200.32
1215,15.99,0,2,1,109.76
1216,11.1,0,2,1,239.92
1217,8.43,0,1,2,126.48
1218,16.02,1,1,4,106.96
1219,6.33,0,1,1,163.72
1220,11.91,1,3,1,199.76
1221,9.39,1,1,1,127.36
1222,11.28,0,2,1,132.96
1223,6.75,0,2,1,147.8
1224,11.79,1,2,4,161.76
1225,11.13,0,1,1,146.52
1226,9.54,0,2,1,177
1227,10.35,0,1,1,147.56
1228,9.57,1,2,1,102.12
1229,11.13,0,2,6,106.12
1230,15.75,1,1,2,108.52
1231,8.31,0,2,7,174.52
1232,13.11,0,2,1,132.6
1233,9.81,0,1,1,233.56
1234,8.97,0,2,1,184.96
1235,8.07,1,1,1,143.8
1236,10.5,1,2,1,166.56
1237,17.07,0,1,1,167.16
1238,11.58,0,1,2,102
1239,6.12,0,2,1,205.4
1240,9.54,0,1,1,178.16
1241,7.26,0,1,1,132.52
1242,10.95,0,1,7,125
1243,11.73,0,2,1,129.36
1244,8.04,0,1,1,105.44
1245,8.58,1,1,2,133.04
1246,6.18,1,2,1,246.6
1247,8.52,1,1,1,122.6
1248,7.86,0,2,1,164.76
1249,16.2,0,1,1,171.04
1250,11.94,0,2,1,162.44
1251,0,0,2,1,155.96
1252,9.93,1,1,1,102.84
1253,16.92,0,4,2,170.36
1254,9.57,0,1,1,197.16
1255,7.53,0,2,1,165.76
1256,10.59,1,1,1,181.96
1257,11.37,0,1,1,283.36
1258,7.41,0,1,1,114.48
1259,9.69,0,2,1,334.08
1260,8.4,0,1,9,145.4
1261,9.48,0,4,1,183.08
1262,8.79,0,1,12,102.6
1263,7.2,1,1,1,125.24
1264,11.97,1,1,1,124.88
1265,8.79,1,3,1,124.48
1266,7.98,0,1,1,162.2
1267,9.12,1,1,1,271.96
1268,9.99,0,3,1,272.12
1269,11.34,0,3,1,145.76
1270,9.06,0,2,3,223.92
1271,6.69,0,1,1,185.6
1272,7.74,0,2,1,180.32
1273,11.25,1,1,1,159.68
1274,8.58,2,2,10,166.56
1275,14.79,0,1,3,245.56
1276,6.96,0,1,1,125.56
1277,9.48,2,1,2,200.92
1278,11.88,0,1,4,335.68
1279,10.8,0,1,1,128.12
1280,11.91,0,1,1,125.24
1281,6.72,1,2,1,172.04
1282,11.04,0,1,1,103.52
1283,9.45,1,1,1,97.04
1284,6.9,0,1,1,260.4
1285,17.46,0,1,1,108.88
1286,9.96,0,1,1,100.96
1287,7.26,0,1,11,165.48
1288,9.06,0,1,1,105.64
1289,6.93,0,3,1,224.12
1290,11.79,0,3,1,221.2
1291,9.15,0,3,1,250.48
1292,10.86,0,2,1,105.64
1293,7.86,0,0,1,242.68
1294,8.7,0,3,1,130.72
1295,10.14,0,3,1,258.6
1296,10.05,0,2,1,122.32
1297,11.1,0,1,1,117.8
1298,17.34,0,2,1,107.68
1299,8.49,1,1,7,170.72
1300,11.55,0,2,3,246.48
1301,12,1,3,15,216.12
1302,9.27,0,3,6,114.08
1303,16.89,0,2,13,169.84
1304,6.24,1,3,1,156.32
1305,7.05,0,1,1,178.24
1306,9.3,1,2,4,239.52
1307,7.65,0,2,1,100.92
1308,11.43,0,1,5,179.8
1309,9.36,0,1,1,118.96
1310,9.81,0,4,1,120.52
1311,10.29,0,1,8,248.36
1312,11.4,3,1,5,202.32
1313,10.74,0,3,3,127.16
1314,6.36,0,4,4,212.36
1315,11.22,0,3,1,117.56
1316,6.78,1,1,2,145.84
1317,11.43,1,5,3,214.08
1318,8.01,0,4,9,188.04
1319,15.72,1,3,1,107.4
1320,10.89,0,3,6,122.64
1321,7.59,0,3,7,241.84
1322,8.19,1,2,1,158.8
1323,7.92,1,3,6,148.12
1324,9.93,0,1,4,123.08
1325,6.09,0,3,1,128.6
1326,8.31,0,5,2,133.36
1327,8.34,1,1,3,103.4
1328,10.2,1,1,8,154.92
1329,9.66,0,1,1,185.28
1330,7.95,0,1,1,305.96
1331,7.86,0,4,1,228.36
1332,7.95,1,3,1,195.76
1333,11.61,0,1,1,127.08
1334,9.96,0,3,1,104
1335,8.37,0,1,1,178.24
1336,8.67,0,4,1,204.48
1337,10.77,5,1,1,335.04
1338,15.51,1,3,5,107.24
1339,6.63,0,2,1,202.72
1340,8.25,0,2,1,161.28
1341,10.47,0,1,1,322
1342,11.34,0,1,11,100.96
1343,16.08,1,3,7,108.88
1344,6.81,0,2,6,260.32
1345,10.08,1,3,1,116.24
1346,10.23,0,1,2,182.32
1347,11.25,0,3,1,116.8
1348,7.95,0,3,4,134.6
1349,6.06,0,1,1,101.88
1350,8.7,1,3,1,176.04
1351,15.9,0,2,1,168.36
1352,11.73,2,3,1,180.88
1353,9.6,1,3,10,246.28
1354,11.82,0,2,1,166.2
1355,8.94,1,2,1,136.8
1356,9.06,0,1,1,294.04
1357,10.95,0,1,1,139.84
1358,10.35,1,1,1,105.8
1359,17.04,0,1,1,170.4
1360,9.51,0,1,5,114.48
1361,9.24,1,1,1,275.12
1362,15.75,0,2,1,107.72
1363,9.3,0,1,1,151.04
1364,7.56,1,1,2,143.24
1365,6.72,0,1,1,100.84
1366,11.28,0,4,1,223.8
1367,16.44,0,6,4,106.92
1368,7.44,0,1,2,182.88
1369,7.41,1,3,2,106.6
1370,11.13,0,6,8,174.36
1371,6.45,0,0,5,135.6
1372,11.79,0,1,3,146.48
1373,13.17,0,4,4,157.24
1374,9.93,0,4,1,247.24
1375,11.61,1,2,2,228.48
1376,11.94,0,0,3,100.44
1377,11.28,1,0,8,90.08
1378,8.22,1,7,4,173.48
1379,9.93,0,1,8,92.8
1380,17.22,0,1,1,168.2
1381,9.96,0,1,1,188.52
1382,10.44,0,1,7,120.28
1383,17.85,0,2,1,107.2
1384,10.59,0,3,11,221.2
1385,6.09,1,1,4,126.48
1386,7.44,0,1,7,126.8
1387,6.3,1,3,1,112.2
1388,9.81,0,2,1,226.2
1389,8.79,0,1,1,125.76
1390,8.49,0,2,9,125.52
1391,9.27,0,0,1,133.96
1392,9.6,1,1,1,147.96
1393,9.63,0,1,1,156.24
1394,7.89,0,2,1,214.12
1395,10.35,0,1,2,189.6
1396,11.49,1,1,2,244.76
1397,9.54,0,0,1,228.16
1398,7.59,0,0,1,271.4
1399,9.12,0,2,3,194.04
1400,11.46,0,2,7,327.92
1401,9.06,0,0,2,271.88
1402,11.61,0,2,11,178.76
1403,8.13,1,2,1,162.16
1404,9.63,1,0,1,158.6
1405,9.39,0,0,1,117.08
1406,9.84,1,4,1,217.72
1407,10.95,0,4,7,133.04
1408,10.05,0,0,1,106.44
1409,17.97,1,2,1,107.6
1410,9.06,0,0,2,148.04
1411,7.11,1,2,12,201.44
1412,10.35,0,1,2,165
1413,9.42,0,4,1,203.88
1414,10.77,1,2,2,103.44
1415,10.8,0,2,2,208.12
1416,9.06,0,1,3,162.96
1417,10.89,0,1,1,104.52
1418,6.72,0,1,1,190.92
1419,7.77,0,2,1,133.08
1420,16.08,1,0,2,110.56
1421,9.96,0,2,7,191.2
1422,11.91,0,1,1,308.56
1423,17.43,1,5,2,106.88
1424,11.07,0,0,2,141.8
1425,11.73,0,0,4,146.32
1426,8.64,0,1,1,115.04
1427,8.4,1,1,3,143.96
1428,10.11,0,0,1,142.76
1429,7.23,1,2,2,338.6
1430,8.94,0,1,1,215.88
1431,10.41,0,1,2,122.6
1432,7.08,0,2,2,123.64
1433,8.1,0,1,1,123.36
1434,10.65,0,2,4,293.28
1435,7.41,0,0,1,112.8
1436,7.68,1,1,1,194.84
1437,9.39,0,2,1,123.44
1438,15.3,1,4,7,167.84
1439,7.8,1,2,1,199.8
1440,9.12,0,2,3,183.8
1441,6.3,0,2,1,105.72
1442,11.94,0,1,1,118.32
1443,10.62,0,1,1,182.44
1444,7.65,0,2,1,205
1445,8.73,0,2,1,264.32
1446,6.33,1,2,1,156
1447,16.53,0,2,2,166.96
1448,16.08,0,1,1,111.48
1449,6.06,0,2,1,256.4
1450,11.61,1,1,1,163.2
1451,6.42,0,2,1,193.24
1452,10.11,1,2,1,247.52
1453,11.88,0,1,4,152.28
1454,15,0,1,4,107
1455,11.85,1,3,1,332.48
1456,11.73,0,2,1,105.08
1457,9.72,1,2,1,140.64
1458,10.56,0,2,3,123.84
1459,11.46,0,2,1,161.44
1460,7.98,0,1,14,141.64
1461,10.86,0,1,1,130.96
1462,9.54,1,1,1,148.76
1463,8.52,0,1,1,102.76
1464,7.44,0,3,1,184.36
1465,10.92,0,2,1,202.88
1466,0,0,1,3,105.52
1467,11.25,0,2,1,156.56
1468,9.27,0,2,3,131.6
1469,7.08,0,1,1,311.6
1470,10.83,0,2,1,182.2
1471,10.5,1,8,13,187.8
1472,9.06,0,1,2,117.36
1473,10.62,1,0,1,103.68
1474,9.15,0,1,2,97.08
1475,7.44,0,0,1,243.08
1476,11.04,0,2,6,199.32
1477,8.16,0,2,1,174.24
1478,11.22,0,1,1,180.36
1479,11.07,0,2,1,165.6
1480,10.14,1,2,7,142
1481,8.4,0,0,1,124.04
1482,7.38,0,0,1,117.6
1483,8.64,1,2,7,247.6
1484,7.59,0,1,7,131.76
1485,10.38,0,0,1,218.28
1486,8.34,0,1,1,143.36
1487,7.56,0,0,1,129.36
1488,11.25,0,2,7,127.76
1489,15.57,1,1,1,108.2
1490,10.98,1,0,1,105.16
1491,6.48,0,2,1,163.44
1492,8.76,1,2,4,181.96
1493,7.2,1,2,2,186.84
1494,6.03,1,1,1,160.24
1495,8.43,0,0,1,103.16
1496,9.54,0,2,1,182.56
1497,9.09,0,2,4,175.8
1498,15.6,0,0,1,111.64
1499,9.63,0,3,1,205.24
1500,16.23,0,1,1,169
1501,6.99,1,0,1,132.32
1502,9.87,1,1,1,103.56
1503,15.33,1,0,2,108
1504,6.24,0,4,1,249.04
1505,15.48,0,1,1,109.72
1506,8.04,0,2,2,222.76
1507,9.03,0,1,1,135.64
1508,10.68,1,5,2,125.36
1509,9.87,1,1,1,216.44
1510,7.02,0,1,1,319.24
1511,11.34,0,0,5,132.04
1512,9.84,1,1,7,162.76
1513,17.79,1,1,1,107.96
1514,6.27,0,1,1,105.32
1515,7.68,1,3,1,168.6
1516,6.21,0,1,3,129.08
1517,9.93,1,0,5,103.8
1518,9.57,0,2,1,187.64
1519,11.79,0,0,1,100.44
1520,17.52,0,1,1,106.92
1521,7.95,1,4,1,145.88
1522,7.35,1,1,2,112.96
1523,9.33,1,1,4,121.72
1524,17.07,1,2,1,107.8
1525,6.93,0,2,2,103.76
1526,7.5,1,2,2,164.04
1527,8.31,0,1,7,103.2
1528,10.08,0,2,1,160.08
1529,7.5,0,2,14,142.44
1530,17.04,1,1,1,168
1531,10.62,1,2,1,245.52
1532,11.19,0,3,1,103.28
1533,11.79,1,2,1,120.16
1534,11.55,0,1,7,214.04
1535,9.48,0,2,1,102.6
1536,9.72,0,1,1,149.32
1537,8.07,0,2,1,126.8
1538,6.75,0,4,1,275.84
1539,7.44,0,2,1,163.32
1540,11.82,1,1,4,164.12
1541,8.7,0,2,1,237.04
1542,9.72,0,2,1,182.96
1543,11.28,1,2,1,187.2
1544,7.59,0,2,2,105.2
1545,11.31,1,1,2,161.2
1546,16.38,0,2,1,169.72
1547,10.77,1,2,1,138.56
1548,10.02,1,1,1,176.16
1549,7.65,0,4,1,207.24
1550,11.79,1,3,1,183.24
1551,11.28,0,2,5,149.48
1552,10.41,0,1,1,186.08
1553,10.29,0,2,1,184.48
1554,10.56,0,2,1,101.56
1555,9.96,0,1,1,126
1556,8.61,0,2,1,251
1557,10.53,0,1,2,104.8
1558,9.03,0,2,1,228.52
1559,7.56,0,4,1,152.64
1560,10.86,1,2,1,136.68
1561,8.43,0,2,1,158.24
1562,10.89,0,1,2,158.8
1563,6.33,1,2,3,231.96
1564,9,1,2,1,130.68
1565,11.34,0,1,1,130.8
1566,10.62,1,2,8,163.2
1567,10.95,0,2,1,254.44
1568,6.69,1,2,6,164.04
1569,10.98,0,1,3,114.52
1570,7.89,0,2,1,102.72
1571,7.44,0,2,11,254
1572,11.4,1,1,1,194.88
1573,8.25,0,1,1,274.2
1574,17.22,0,3,1,168.12
1575,10.17,1,2,7,176.32
1576,10.05,1,1,1,121.64
1577,11.31,1,2,2,101.32
1578,8.94,1,2,7,219.72
1579,17.58,0,2,1,106.84
1580,8.7,0,2,1,188.44
1581,10.68,0,2,1,123.76
1582,11.85,1,2,2,177.44
1583,6.93,0,2,2,181.48
1584,8.4,0,1,1,90.52
1585,9.3,0,1,1,187.4
1586,11.73,1,2,6,183.88
1587,7.02,1,1,1,166
1588,9.78,0,1,1,164.24
1589,11.43,0,1,1,134.72
1590,6.78,0,2,1,164.52
1591,8.07,0,2,1,122.4
1592,9.6,0,1,1,130.04
1593,9.6,0,2,2,122.28
1594,10.38,0,1,1,119.16
1595,11.67,0,2,1,263.04
1596,6.12,0,1,1,103.8
1597,6.42,1,2,2,217.28
1598,7.56,0,2,1,187.76
1599,8.07,1,4,1,203.84
1600,10.59,0,1,3,279.72
1601,11.16,1,1,1,148.6
1602,6.66,0,1,1,189.68
1603,9.66,0,2,1,278.44
1604,9.54,1,1,1,213.2
1605,7.08,0,1,10,143.48
1606,15.12,0,1,1,167.44
1607,10.74,1,2,1,248.8
1608,9.66,0,2,1,103.44
1609,11.4,0,2,1,256.52
1610,6.48,0,2,1,120.24
1611,8.7,0,1,2,177.24
1612,11.58,0,1,4,161.76
1613,10.23,0,1,2,215.24
1614,9.57,0,2,11,128.36
1615,11.34,1,2,2,160.44
1616,9.21,1,2,1,102.2
1617,6.72,0,2,1,150.52
1618,15.6,0,2,1,108.2
1619,6.63,1,4,2,272.36
1620,10.47,0,2,1,181.08
1621,6.81,0,6,6,323.96
1622,6.03,0,1,5,100.08
1623,11.52,0,1,1,276.28
1624,10.44,0,3,2,186.88
1625,16.41,0,2,6,109.44
1626,10.14,0,5,2,168.6
1627,11.46,0,1,1,307.56
1628,7.23,0,1,15,214
1629,9.39,1,1,2,103.24
1630,9.63,0,2,2,154.16
1631,8.13,1,2,1,186.16
1632,10.05,1,1,7,104.6
1633,6.21,0,1,1,227.24
1634,11.07,0,1,1,179.56
1635,10.38,0,2,1,239.56
1636,9.69,0,1,6,113.76
1637,7.86,0,1,1,168.24
1638,8.07,0,4,1,183.24
1640,10.17,0,1,1,116.6
1641,6.3,0,3,2,244.84
1642,11.91,0,1,7,151.2
1643,9.03,1,4,1,235.84
1644,10.89,0,3,7,125.08
1645,9.69,0,2,1,102.08
1646,11.88,0,1,2,157.56
1647,9.96,1,1,7,146.96
1648,11.7,1,2,1,116.92
1649,9.6,0,1,7,103.76
1650,11.73,1,1,6,163.12
1651,9.06,0,1,2,316.64
1652,10.74,0,1,1,165.96
1653,11.82,1,1,1,127.28
1654,14.52,0,2,1,183.04
1655,17.79,0,1,2,109.8
1656,10.53,0,1,1,248.84
1657,8.31,0,1,1,135.92
1658,9.09,0,4,1,244.44
1659,8.07,1,2,1,167.4
1660,7.83,1,1,1,105.16
1661,7.89,0,1,11,216.56
1662,10.68,0,1,1,254.64
1663,10.83,0,2,1,213.52
1664,9.81,0,1,1,248.2
1665,9.09,0,4,3,276.28
1666,8.58,1,1,1,160.72
1667,7.08,0,2,4,207.84
1668,6.6,0,1,3,157.8
1669,17.4,0,1,2,107.92
1670,6.48,0,1,1,172
1671,11.22,0,1,1,129.68
1672,7.59,0,1,5,120.32
1673,8.46,0,2,1,172.92
1674,9.96,0,1,2,122.72
1675,6.12,1,1,13,130.56
1676,15.63,0,1,1,108.44
1677,15.45,1,1,1,107.04
1678,6,0,1,1,99.04
1679,0,1,1,1,222.24
1680,11.16,1,1,2,127.68
1681,8.52,0,2,4,106.12
1682,9.57,1,1,4,137.32
1683,11.64,0,2,2,105.4
1684,7.65,0,1,1,137.16
1685,7.92,0,1,1,123.24
1686,10.47,0,1,4,313.36
1687,9.63,0,1,1,215
1688,11.22,1,1,1,277.6
1689,11.49,0,2,11,191.56
1690,11.85,0,1,4,102.6
1691,11.22,0,2,2,175.96
1692,8.37,1,1,1,105.16
1693,10.11,0,1,1,124.2
1694,7.44,0,1,2,145.8
1695,7.29,1,1,1,124.24
1696,10.95,0,4,1,242.76
1697,6.72,0,2,2,193.44
1698,11.67,0,2,1,103.76
1699,9.39,0,1,1,133.48
1700,15.45,0,1,1,168.28
1701,7.47,0,1,1,339.44
1702,16.47,0,1,5,111.32
1703,10.56,0,1,1,165.52
1704,11.67,1,1,1,124.76
1705,10.26,0,3,1,144.76
1706,15.09,0,1,1,110.32
1707,16.11,1,1,2,109.36
1708,10.14,0,1,1,266.08
1709,6.6,1,1,2,101.68
1710,16.35,1,1,1,108.52
1711,6.06,0,1,1,310.48
1712,7.86,0,1,3,102.92
1713,9.84,0,1,2,116
1714,7.83,0,2,3,164.08
1715,8.28,0,2,1,181.16
1716,8.55,0,2,1,183.28
1717,12.06,0,1,1,318.56
1718,7.62,0,2,1,171.96
1719,9.48,0,1,1,230.8
1720,6.12,1,2,1,229.68
1721,6.24,0,1,1,162.12
1722,10.74,0,1,6,125.4
1723,16.77,0,1,4,107.4
1724,9.75,0,5,2,114.92
1725,10.17,0,1,1,125.4
1726,16.62,0,1,1,106.8
1727,10.38,0,1,4,153.8
1728,6.57,0,1,1,202.72
1729,9.75,1,1,1,132.2
1730,16.77,0,1,1,167.44
1731,10.62,1,1,3,130
1732,7.77,1,3,1,242.52
1733,15.51,0,1,1,107.8
1734,10.8,0,2,4,108.52
1735,11.61,0,1,1,129.52
1736,8.97,1,2,1,175.8
1737,9.15,1,1,15,271.92
1738,6.45,1,2,1,183.76
1739,10.35,1,3,1,162.36
1740,10.59,0,1,1,185.04
1741,6.12,0,3,1,100.12
1742,7.83,1,2,1,158.6
1743,7.44,0,1,2,117.6
1744,9.48,0,1,3,257.8
1745,6.72,1,1,1,208.32
1746,8.31,0,1,1,208.12
1747,9.51,0,1,1,131.72
1748,8.79,0,1,1,277.4
1749,10.86,0,1,1,267.12
1750,9.63,0,2,8,176.92
1751,7.38,0,1,1,165.6
1752,8.49,0,1,2,105.16
1753,11.76,1,1,1,146.24
1754,7.53,0,1,1,262.64
1755,10.5,0,1,1,241.24
1756,11.28,0,1,2,105.84
1757,11.85,0,1,1,122.12
1758,11.79,1,1,7,163.8
1759,16.47,1,1,4,109.96
1760,10.05,0,1,1,92.24
1761,7.35,1,1,1,91.2
1762,17.43,1,1,5,108.76
1763,8.76,1,1,3,228.24
1764,10.53,1,4,4,175.76
1765,10.92,0,2,6,106.24
1766,9.69,0,1,1,127.88
1767,11.91,1,2,7,185.4
1768,9.42,1,3,1,138.48
1769,7.95,0,1,1,185.12
1770,10.2,0,4,1,184.44
1771,10.41,1,1,1,101.56
1772,6.72,0,1,1,331.92
1773,11.49,0,1,1,184.92
1774,8.1,1,1,1,115.08
1775,8.82,1,1,1,163.72
1776,10.38,0,3,1,182.32
1777,9.48,1,2,1,194.12
1778,6.15,0,1,1,159.8
1779,9.6,1,2,1,118.68
1780,15,0,4,1,108.4
1781,8.52,1,1,1,126.96
1782,10.08,1,1,1,113.4
1783,11.43,0,1,3,160.8
1784,9.81,0,2,1,160.96
1785,10.56,0,1,1,142.08
1786,10.53,0,1,1,320.6
1787,6.06,1,1,1,211.24
1788,10.08,0,2,2,103.72
1789,8.91,0,1,1,128.84
1790,7.74,0,1,3,179.04
1791,10.29,0,5,2,126.28
1792,7.2,0,1,1,150.96
1793,11.01,0,4,1,174.24
1794,9.3,0,7,11,146.76
1795,9.6,1,1,5,308.8
1796,10.5,1,1,5,230.96
1797,6.09,1,3,1,224.48
1798,10.41,0,1,14,125.36
1799,12,1,3,1,178.52
1800,10.26,0,4,2,201.52
1801,11.22,1,2,1,163.04
1802,10.35,0,2,15,163.64
1803,9.81,1,1,5,258.6
1804,11.07,0,1,1,271.88
1805,10.26,0,2,2,237.16
1806,6.15,0,1,7,115.44
1807,11.55,0,1,1,165
1808,6.9,0,3,7,126.6
1809,8.43,0,1,1,181.04
1810,11.31,1,1,2,122.48
1811,9.15,1,2,1,280.28
1812,12,0,1,1,208.92
1813,6.6,0,2,15,201.24
1814,8.49,0,1,2,116.68
1815,11.55,1,2,1,240.08
1816,10.44,0,2,1,163.88
1817,9.84,0,6,6,186.4
1818,10.95,0,1,1,159
1819,6.33,0,1,5,105.36
1820,6.03,0,1,7,96.12
1821,10.35,0,1,1,133.64
1822,9.87,0,1,1,130.72
1823,9.39,1,2,7,216.96
1824,8.37,1,0,1,274.04
1825,8.91,0,1,1,100.28
